text_idx,education_level,source_dataset,domain,prompt_0,prompt_1,prompt_2,prompt_3,prompt_4,prompt_5,prompt_6,prompt_7,prompt_8,prompt_9,prompt_10,prompt_11,prompt_12,prompt_13,prompt_14,prompt_15,prompt_16,prompt_17,prompt_18,prompt_19,prompt_20,prompt_21,prompt_22,prompt_23,prompt_24,prompt_25,prompt_26,prompt_27,prompt_28,prompt_29,prompt_30,prompt_31,prompt_32,prompt_33,prompt_34,prompt_35,prompt_36,prompt_37,prompt_38,prompt_39,prompt_40,prompt_41,prompt_42,prompt_43,prompt_44,prompt_45,prompt_46,prompt_47,prompt_48,prompt_49,prompt_50,prompt_51,prompt_52,prompt_53,prompt_54,prompt_55,prompt_56,prompt_57,prompt_58,prompt_59,prompt_60,prompt_61,prompt_62
14944,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,1
14945,high,scienceqa,language science,0,0,0,-1,-1,0,0,-1,-1,-1,1,1,0,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
14946,high,scienceqa,language science,1,1,1,0,0,0,0,0,1,1,1,1,1,-1,1,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14947,high,scienceqa,language science,0,1,0,0,0,-1,0,1,0,0,1,1,0,-1,0,0,1,0,0,0,1,1,0,-1,1,1,1,1,0,1,1,0,-1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1
14948,high,scienceqa,language science,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,1,1,-1,1,1,0,1,1
14949,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,1,0,1,1,0,0,0
14950,high,scienceqa,language science,1,1,-1,0,0,0,0,0,1,0,1,1,1,-1,0,0,0,1,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14951,high,scienceqa,language science,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
14952,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14953,high,scienceqa,language science,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1
14954,high,scienceqa,language science,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0
14955,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,0,0,1,1,1,1,-1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1
14956,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,1,1,0,0,-1
14957,high,scienceqa,language science,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,-1,-1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1,0,1,1,-1,-1,-1
14958,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1
14959,high,scienceqa,language science,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
14960,high,scienceqa,language science,0,0,0,-1,0,1,1,0,0,0,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14961,high,scienceqa,language science,0,1,0,-1,0,-1,1,0,0,0,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14962,high,scienceqa,language science,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,1,0,0,1
14963,high,scienceqa,language science,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,-1,-1,1,1,0,1,0
14964,high,scienceqa,language science,1,0,-1,-1,0,0,0,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14965,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
14966,high,scienceqa,language science,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,1,0,1,0,0,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,0,0,-1
14967,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
14968,high,scienceqa,language science,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14969,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,1,0,1,1
14970,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14971,high,scienceqa,language science,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
14972,high,scienceqa,language science,1,0,-1,0,0,0,0,1,0,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14973,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,1,1,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,0,-1,1,0,1,1,0,-1,-1
14974,high,scienceqa,language science,0,0,0,-1,0,0,0,0,0,0,1,1,1,-1,0,1,1,1,0,0,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1,0,-1,-1,-1,-1,1,0,1,1,-1,-1,-1
14975,high,scienceqa,language science,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,1,1,0,0,1,1,1,1,-1,1,1,1,1,0,1,-1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
14976,high,scienceqa,language science,1,1,1,-1,0,1,1,1,0,0,1,1,0,-1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,-1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14977,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14978,high,scienceqa,language science,0,0,0,0,0,-1,0,0,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14979,high,scienceqa,language science,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,-1,-1,-1,-1,1,1,-1,1,1
14980,high,scienceqa,language science,1,0,0,0,0,0,0,-1,0,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
14981,high,scienceqa,language science,1,1,-1,0,0,0,0,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14982,high,scienceqa,language science,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
14983,high,scienceqa,language science,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,0,-1,1,-1,1,1,-1,-1,-1
14984,high,scienceqa,language science,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,-1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,-1,1,0,1,1
14985,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,0,1
14986,high,scienceqa,language science,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,-1,-1,-1,0,1,1,0,-1,-1
14987,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
14988,high,scienceqa,language science,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
14989,high,scienceqa,language science,1,1,-1,0,0,-1,0,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14990,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1
14991,high,scienceqa,language science,0,0,0,0,0,1,1,0,0,0,1,1,1,-1,0,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14992,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1
14993,high,scienceqa,language science,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1
14994,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1
14995,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1
14996,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1
14997,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
14998,high,scienceqa,language science,1,0,1,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
14999,high,scienceqa,language science,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1
15000,high,scienceqa,language science,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,0,1,-1,0,0,0
15001,high,scienceqa,language science,0,0,0,-1,0,0,0,0,0,0,1,1,0,-1,0,1,1,0,0,0,1,1,1,-1,0,1,1,1,0,1,-1,-1,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1
15002,high,scienceqa,language science,0,0,0,-1,0,0,0,0,0,0,1,1,0,-1,1,1,0,0,0,0,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,1,0,1,1,-1,-1,-1
15003,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,1,0,0,0,1,1,1,-1,1,1,1,1,0,1,-1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
15004,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,-1,-1,-1,-1,-1,0,-1,-1
15005,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,1
15006,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,-1,-1
15007,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
15008,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,-1,-1,-1,0,1,1,0,0,-1
15009,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,1,1,1,0,1,1,-1,1,1
15010,high,scienceqa,language science,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1
15011,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1
15012,high,scienceqa,language science,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,-1,-1,-1,0,-1,0,0,0,-1
15013,high,scienceqa,language science,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1
15014,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1
15015,high,scienceqa,language science,0,1,0,0,0,1,-1,0,0,0,1,0,0,1,0,1,-1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
15016,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,-1,-1,0,-1,-1,0,-1,-1
15017,high,scienceqa,language science,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1,0,1,1
15018,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1
15019,high,scienceqa,language science,0,1,0,0,0,1,-1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,-1,-1,-1,-1,1,0,1,1
15020,high,scienceqa,language science,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1
15021,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
15022,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,1,1,0,-1,-1
15023,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,-1,1,-1,-1,1,1,-1,1,1
15024,high,scienceqa,language science,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
15025,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
15026,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,-1,-1
15027,high,scienceqa,language science,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,-1,-1,-1,-1,1,0,1,1
15028,high,scienceqa,language science,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15029,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1
15030,high,scienceqa,language science,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,-1,1,1,-1,1,1
15031,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,-1,-1,-1,0,-1,-1,0,0,-1
15032,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1
15033,high,scienceqa,language science,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,0,1,1,0,-1,-1
15034,high,scienceqa,language science,0,1,0,0,0,1,-1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
